dataset,group,query_no,query,tsunami_ms,tsunami_answer,numpy_ms,numpy_answer,bruteforce_ms,bruteforce_answer,speedup_x,scan_pct,match
california_real,A_nearby,20,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedHouseVal >= 3.0,11.6332,7681.0,168.7608,7681,156.9568,7681.0,13.49,4.43,PASS
california_real,A_nearby,21,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedHouseVal >= 4.0,8.2204,3138.0,175.1546,3138,157.7391,3138.0,19.19,3.39,PASS
california_real,A_nearby,22,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND MedHouseVal >= 3.5,14.4798,6767.0,167.4843,6767,166.2372,6767.0,11.48,4.43,PASS
california_real,A_nearby,23,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND MedHouseVal >= 4.0,5.9469,5671.0,172.6131,5671,164.2292,5671.0,27.62,2.68,PASS
california_real,A_nearby,24,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND MedHouseVal >= 4.5,5.2094,4094.0,178.9213,4094,181.1903,4094.0,34.78,2.68,PASS
california_real,A_nearby,25,SELECT COUNT(*) FROM data WHERE place = 'Cupertino' AND MedHouseVal BETWEEN 3.0 AND 5.0,9.1635,7012.0,176.2181,7012,172.6817,7012.0,18.84,4.43,PASS
california_real,A_nearby,26,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedHouseVal BETWEEN 2.5 AND 4.5,15.6273,9293.0,187.2748,9293,158.8404,9293.0,10.16,4.9,PASS
california_real,A_nearby,27,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND HouseAge <= 10,10.4963,343.0,179.5623,343,168.6218,343.0,16.06,4.89,PASS
california_real,A_nearby,28,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND HouseAge <= 20,14.9525,3213.0,189.8564,3213,184.3079,3213.0,12.33,4.89,PASS
california_real,A_nearby,29,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND HouseAge BETWEEN 10 AND 30,19.4234,8483.0,211.3902,8483,245.8434,8483.0,12.66,6.72,PASS
california_real,A_nearby,30,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND HouseAge >= 40,17.7142,2637.0,181.4683,2637,175.1988,2637.0,9.89,5.82,PASS
california_real,A_nearby,31,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND HouseAge BETWEEN 20 AND 40,22.7165,10396.0,172.5701,10396,170.8735,10396.0,7.52,8.84,PASS
california_real,A_nearby,32,SELECT COUNT(*) FROM data WHERE place = 'Cupertino' AND HouseAge <= 15,14.8365,429.0,181.9384,429,169.0555,429.0,11.39,4.89,PASS
california_real,A_nearby,33,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND AveRooms BETWEEN 5.0 AND 8.0,22.1594,7078.0,161.9234,7078,167.8679,7078.0,7.58,6.56,PASS
california_real,A_nearby,34,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND AveRooms >= 6.0 AND AveBedrms <= 1.5,6.7052,3390.0,167.701,3390,169.4821,3390.0,25.28,2.87,PASS
california_real,A_nearby,35,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND AveRooms >= 7.0,4.3087,1914.0,170.863,1914,196.81,1914.0,45.68,1.33,PASS
california_real,A_nearby,36,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND AveRooms BETWEEN 4.0 AND 7.0 AND AveBedrms BETWEEN 1.0 AND 1.8,36.2676,6054.0,175.608,6054,178.6071,6054.0,4.92,10.7,PASS
california_real,A_nearby,37,SELECT COUNT(*) FROM data WHERE place = 'Cupertino' AND AveRooms >= 6.0 AND AveBedrms BETWEEN 1.0 AND 2.0,6.5104,3677.0,176.5789,3677,175.4213,3677.0,26.94,2.87,PASS
california_real,A_nearby,38,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND AveOccup <= 2.5,14.4875,6722.0,169.0144,6722,165.7574,6722.0,11.44,6.18,PASS
california_real,A_nearby,39,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND AveOccup <= 3.0,21.5444,12201.0,158.7141,12201,160.4584,12201.0,7.45,8.68,PASS
california_real,A_nearby,40,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND AveOccup <= 2.0,5.0286,1493.0,162.9616,1493,155.7893,1493.0,30.98,2.23,PASS
california_real,A_nearby,41,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND Population BETWEEN 200 AND 2000,29.9002,12406.0,170.4426,12406,170.2846,12406.0,5.7,10.7,PASS
california_real,A_nearby,42,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND Population BETWEEN 500 AND 3000,36.1459,11779.0,164.4792,11779,184.2768,11779.0,5.1,10.7,PASS
california_real,A_nearby,43,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedInc >= 7.0 AND MedHouseVal >= 3.0,6.0261,2126.0,183.7759,2126,177.2485,2126.0,29.41,2.83,PASS
california_real,A_nearby,44,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedInc >= 8.0 AND MedHouseVal >= 4.0,3.7743,830.0,168.4188,830,173.6705,830.0,46.01,1.79,PASS
california_real,A_nearby,45,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND MedInc >= 9.0 AND MedHouseVal >= 4.0,3.6877,1180.0,197.2715,1180,176.7583,1180.0,47.93,1.79,PASS
california_real,A_nearby,46,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND MedInc >= 7.0 AND HouseAge <= 30,6.5464,1195.0,180.0183,1195,160.083,1195.0,24.45,3.38,PASS
california_real,A_nearby,47,SELECT COUNT(*) FROM data WHERE place = 'Cupertino' AND MedInc >= 8.0 AND AveRooms >= 5.0,7.2671,1811.0,172.3168,1811,196.6293,1811.0,27.06,3.38,PASS
california_real,A_nearby,48,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedInc BETWEEN 6.0 AND 10.0 AND MedHouseVal BETWEEN 3.0 AND 5.0,5.3488,3006.0,181.3623,3006,193.9034,3006.0,36.25,2.83,PASS
california_real,A_nearby,49,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedInc >= 7.0 AND MedHouseVal >= 3.0 AND HouseAge <= 30,9.4666,1324.0,196.8925,1324,174.1189,1324.0,18.39,2.83,PASS
california_real,A_nearby,50,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND MedInc >= 9.0 AND MedHouseVal >= 4.0 AND AveRooms >= 6.0,3.6224,1168.0,190.9604,1168,170.5247,1168.0,47.07,1.24,PASS
california_real,A_nearby,51,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND MedInc >= 6.0 AND AveRooms BETWEEN 5.0 AND 8.0 AND AveBedrms BETWEEN 1.0 AND 1.8,7.3436,2354.0,164.1327,2354,163.209,2354.0,22.22,3.38,PASS
california_real,A_nearby,52,SELECT COUNT(*) FROM data WHERE place = 'Cupertino' AND MedInc >= 8.0 AND HouseAge <= 20 AND MedHouseVal >= 3.5,5.6518,373.0,174.7889,373,165.0032,373.0,29.19,2.83,PASS
california_real,A_nearby,53,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND AveOccup <= 3.0 AND Population BETWEEN 200 AND 2000 AND MedInc >= 5.0,5.9397,4925.0,180.2934,4925,161.5827,4925.0,27.2,3.06,PASS
california_real,A_nearby,54,SELECT COUNT(*) FROM data WHERE place = 'Sunnyvale' AND MedInc >= 8.0 AND MedHouseVal >= 4.0 AND HouseAge <= 20 AND AveRooms >= 5.0,4.2929,128.0,177.3289,128,191.2082,128.0,44.54,1.79,PASS
california_real,A_nearby,55,SELECT COUNT(*) FROM data WHERE place = 'Palo Alto' AND MedInc >= 9.0 AND MedHouseVal >= 4.5 AND HouseAge <= 30 AND AveOccup <= 2.5,3.3703,19.0,190.8334,19,175.4031,19.0,52.04,1.27,PASS
california_real,A_nearby,56,SELECT COUNT(*) FROM data WHERE place = 'Mountain View' AND MedInc BETWEEN 6.0 AND 11.0 AND MedHouseVal BETWEEN 3.0 AND 5.0 AND HouseAge <= 25 AND AveRooms >= 5.0,6.0346,462.0,178.8994,462,191.5464,462.0,31.74,2.83,PASS
california_real,A_nearby,57,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Sunnyvale',35.1233,3.2366,181.1641,3.2366,171.5168,3.2366,4.88,10.7,PASS
california_real,A_nearby,58,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Mountain View',34.3891,3.5246,175.1644,3.5246,179.7866,3.5246,5.23,10.7,PASS
california_real,A_nearby,59,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Palo Alto',18.0433,3.8243,180.5359,3.8243,182.0044,3.8243,10.09,7.04,PASS
california_real,A_nearby,60,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Cupertino',40.7293,3.6182,180.0986,3.6182,186.3628,3.6182,4.58,10.7,PASS
california_real,A_nearby,61,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Sunnyvale' AND MedInc >= 7.0,8.6461,4.3955,171.3465,4.3955,172.6836,4.3955,19.97,3.38,PASS
california_real,A_nearby,62,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Palo Alto' AND MedInc >= 9.0,7.5405,5.0001,200.4486,5.0001,175.3411,5.0001,23.25,3.38,PASS
california_real,A_nearby,63,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Sunnyvale' AND HouseAge <= 20,12.9458,2.9401,189.4123,2.9401,205.0407,2.9401,15.84,4.89,PASS
california_real,A_nearby,64,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Mountain View' AND MedInc BETWEEN 6.0 AND 10.0,7.5339,4.4804,180.0478,4.4804,169.9142,4.4804,22.55,3.38,PASS
california_real,A_nearby,65,SELECT AVG(MedInc) FROM data WHERE place = 'Sunnyvale',48.846,5.2874,178.6694,5.2874,173.5646,5.2874,3.55,10.7,PASS
california_real,A_nearby,66,SELECT AVG(MedInc) FROM data WHERE place = 'Palo Alto',20.9774,5.7754,169.3281,5.7754,185.3434,5.7754,8.84,7.04,PASS
california_real,A_nearby,67,SELECT AVG(MedInc) FROM data WHERE place = 'Mountain View',28.5559,5.489,174.9397,5.489,193.8266,5.489,6.79,10.7,PASS
california_real,A_nearby,68,SELECT AVG(MedInc) FROM data WHERE place = 'Sunnyvale' AND MedHouseVal >= 4.0,6.7078,7.0748,194.58,7.0748,170.077,7.0748,25.36,3.39,PASS
california_real,A_nearby,69,SELECT AVG(AveRooms) FROM data WHERE place = 'Sunnyvale',28.4811,5.2088,172.8411,5.2088,177.1652,5.2088,6.22,10.7,PASS
california_real,A_nearby,70,SELECT AVG(AveRooms) FROM data WHERE place = 'Palo Alto' AND MedInc >= 8.0,8.3596,7.5655,182.541,7.5655,173.8959,7.5655,20.8,3.38,PASS
california_real,A_nearby,71,SELECT AVG(HouseAge) FROM data WHERE place = 'Sunnyvale',31.1454,26.729,167.8365,26.729,157.7924,26.729,5.07,10.7,PASS
california_real,A_nearby,72,SELECT AVG(HouseAge) FROM data WHERE place = 'Mountain View' AND MedInc >= 6.0,8.3398,31.0992,161.1195,31.0992,169.1289,31.0992,20.28,3.38,PASS
california_real,A_nearby,73,SELECT SUM(Population) FROM data WHERE place = 'Sunnyvale',29.3891,18256183.0117,185.9904,18256183.0117,164.3149,18256183.0117,5.59,10.7,PASS
california_real,A_nearby,74,SELECT SUM(Population) FROM data WHERE place = 'Mountain View',31.7424,16494669.9454,175.5816,16494669.9454,167.6096,16494669.9454,5.28,10.7,PASS
california_real,A_nearby,75,SELECT SUM(Population) FROM data WHERE place = 'Palo Alto',15.2433,13931847.9309,176.6484,13931847.9309,176.2254,13931847.9309,11.56,7.04,PASS
california_real,A_nearby,76,SELECT SUM(Population) FROM data WHERE place = 'Cupertino',30.0068,15871712.8709,188.2713,15871712.8709,189.2171,15871712.8709,6.31,10.7,PASS
california_real,A_nearby,77,SELECT SUM(Population) FROM data WHERE place = 'Sunnyvale' AND AveOccup <= 3.0,24.295,15700990.6605,171.9763,15700990.6605,192.5445,15700990.6605,7.93,8.68,PASS
california_real,A_nearby,78,SELECT SUM(Population) FROM data WHERE place = 'Sunnyvale' AND MedInc >= 5.0,8.3189,7599012.2777,197.2162,7599012.2777,179.0762,7599012.2777,21.53,3.38,PASS
california_real,A_nearby,79,SELECT SUM(Population) FROM data WHERE place = 'Palo Alto' AND MedHouseVal >= 4.0,5.5889,5899343.2472,173.7045,5899343.2472,193.5256,5899343.2472,34.63,2.68,PASS
california_real,B_far,1,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles',231.0732,749645.0,213.3976,749645,176.7341,749645.0,0.76,59.29,PASS
california_real,B_far,2,SELECT COUNT(*) FROM data WHERE place = 'Irvine',50.2222,25452.0,162.4136,25452,167.0752,25452.0,3.33,13.65,PASS
california_real,B_far,3,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista',44.6162,23542.0,172.3176,23542,195.5844,23542.0,4.38,14.82,PASS
california_real,B_far,4,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 5.0,99.772,198386.0,179.5682,198386,174.4813,198386.0,1.75,28.05,PASS
california_real,B_far,5,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0,104.2606,59076.0,169.6884,59076,168.4414,59076.0,1.62,28.05,PASS
california_real,B_far,6,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 9.0,107.0705,21131.0,188.4894,21131,171.2924,21131.0,1.6,28.05,PASS
california_real,B_far,7,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 5.0,23.2819,11364.0,177.9812,11364,185.5536,11364.0,7.97,7.1,PASS
california_real,B_far,8,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 8.0,21.1652,2898.0,198.0574,2898,172.9763,2898.0,8.17,7.1,PASS
california_real,B_far,9,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0,23.7033,725.0,182.4074,725,179.3105,725.0,7.56,7.1,PASS
california_real,B_far,10,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 9.0,26.8002,0.0,170.8361,0,187.2483,0.0,6.99,7.1,PASS
california_real,B_far,11,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 6.0,106.7543,110338.0,178.9932,110338,191.1135,110338.0,1.79,28.05,PASS
california_real,B_far,12,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0,21.9405,1559.0,176.1578,1559,194.5578,1559.0,8.87,7.1,PASS
california_real,B_far,13,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc BETWEEN 4.0 AND 7.0,101.0771,278025.0,203.8653,278025,166.1003,278025.0,1.64,28.05,PASS
california_real,B_far,14,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc BETWEEN 7.0 AND 11.0,106.5833,50283.0,178.0513,50283,180.7168,50283.0,1.7,28.05,PASS
california_real,B_far,15,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc BETWEEN 5.0 AND 9.0,20.6834,9805.0,177.3454,9805,173.5119,9805.0,8.39,7.1,PASS
california_real,B_far,16,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 12.0,18.7865,725.0,175.0159,725,168.9361,725.0,8.99,7.1,PASS
california_real,B_far,17,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc BETWEEN 5.0 AND 10.0,114.5779,182548.0,173.236,182548,158.4804,182548.0,1.38,28.05,PASS
california_real,B_far,18,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 3.0,56.236,182357.0,170.121,182357,167.2747,182357.0,2.97,21.99,PASS
california_real,B_far,19,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 4.0,36.2549,87823.0,166.7305,87823,155.5782,87823.0,4.29,15.22,PASS
california_real,B_far,20,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedHouseVal >= 3.5,11.9531,4914.0,165.0009,4914,157.9536,4914.0,13.21,5.03,PASS
california_real,B_far,21,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedHouseVal >= 4.0,4.493,135.0,170.7686,135,165.446,135.0,36.82,2.41,PASS
california_real,B_far,22,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedHouseVal >= 4.5,4.5044,110.0,161.3505,110,162.2226,110.0,36.01,2.41,PASS
california_real,B_far,23,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedHouseVal BETWEEN 3.0 AND 5.0,12.6848,6488.0,171.2957,6488,153.0249,6488.0,12.06,5.03,PASS
california_real,B_far,24,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal BETWEEN 2.5 AND 4.5,88.739,194078.0,175.3976,194078,164.5994,194078.0,1.85,29.48,PASS
california_real,B_far,25,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 10,173.0907,32104.0,179.8414,32104,165.057,32104.0,0.95,45.95,PASS
california_real,B_far,26,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 20,158.9529,134773.0,197.3687,134773,167.6365,134773.0,1.05,45.95,PASS
california_real,B_far,27,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge BETWEEN 10 AND 30,190.4119,275091.0,238.1544,275091,171.0812,275091.0,0.9,50.08,PASS
california_real,B_far,28,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND HouseAge >= 40,28.7504,533.0,160.138,533,165.2545,533.0,5.75,9.54,PASS
california_real,B_far,29,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND HouseAge BETWEEN 20 AND 40,34.7838,13026.0,165.0206,13026,163.0829,13026.0,4.69,14.82,PASS
california_real,B_far,30,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND HouseAge <= 15,28.2054,8079.0,175.9192,8079,171.6882,8079.0,6.09,9.08,PASS
california_real,B_far,31,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms BETWEEN 5.0 AND 8.0,140.6272,332598.0,189.2587,332598,179.3811,332598.0,1.28,38.93,PASS
california_real,B_far,32,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms >= 6.0 AND AveBedrms <= 1.5,73.2007,154735.0,188.6662,154735,167.3697,154735.0,2.29,20.95,PASS
california_real,B_far,33,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveRooms >= 7.0,6.0748,3594.0,189.7363,3594,190.821,3594.0,31.41,2.98,PASS
california_real,B_far,34,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND AveRooms BETWEEN 4.0 AND 7.0 AND AveBedrms BETWEEN 1.0 AND 1.8,47.624,11807.0,188.1171,11807,184.9902,11807.0,3.88,14.14,PASS
california_real,B_far,35,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms >= 6.0 AND AveBedrms BETWEEN 1.0 AND 2.0,68.1789,118234.0,176.2783,118234,186.3955,118234.0,2.73,20.95,PASS
california_real,B_far,36,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 2.5,86.6999,181518.0,186.0545,181518,178.3052,181518.0,2.06,23.29,PASS
california_real,B_far,37,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 3.0,144.4649,384313.0,208.646,384313,178.0163,384313.0,1.23,37.96,PASS
california_real,B_far,38,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 2.0,6.731,3525.0,180.0697,3525,178.1895,3525.0,26.47,3.18,PASS
california_real,B_far,39,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND Population BETWEEN 200 AND 2000,249.6148,585110.0,204.9943,585110,175.8212,585110.0,0.7,59.29,PASS
california_real,B_far,40,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND Population BETWEEN 500 AND 3000,37.1254,19786.0,188.5182,19786,182.2907,19786.0,4.91,14.82,PASS
california_real,B_far,41,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0,43.2508,55539.0,203.9655,55539,167.8923,55539.0,3.88,13.43,PASS
california_real,B_far,42,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0,17.8416,29971.0,165.0878,29971,150.8679,29971.0,8.46,6.66,PASS
california_real,B_far,43,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0,4.3565,1371.0,172.3184,1371,167.4678,1371.0,38.44,1.41,PASS
california_real,B_far,44,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 7.0 AND HouseAge <= 30,20.318,194.0,175.1024,194,164.2342,194.0,8.08,7.1,PASS
california_real,B_far,45,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND AveRooms >= 5.0,101.9925,35625.0,168.6666,35625,165.1744,35625.0,1.62,28.05,PASS
california_real,B_far,46,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc BETWEEN 6.0 AND 10.0 AND MedHouseVal BETWEEN 3.0 AND 5.0,6.6705,3909.0,182.5322,3909,179.6154,3909.0,26.93,3.2,PASS
california_real,B_far,47,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0 AND HouseAge <= 30,40.6561,31544.0,207.6882,31544,180.4423,31544.0,4.44,13.43,PASS
california_real,B_far,48,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0 AND AveRooms >= 6.0,2.2915,1371.0,173.996,1371,166.2046,1371.0,72.53,1.15,PASS
california_real,B_far,49,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0 AND AveRooms BETWEEN 5.0 AND 8.0 AND AveBedrms BETWEEN 1.0 AND 1.8,25.6321,186.0,195.6104,186,165.7499,186.0,6.47,7.1,PASS
california_real,B_far,50,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND HouseAge <= 20 AND MedHouseVal >= 3.5,44.4837,10568.0,161.7036,10568,185.8608,10568.0,4.18,13.43,PASS
california_real,B_far,51,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 3.0 AND Population BETWEEN 200 AND 2000 AND MedInc >= 5.0,12.8113,6535.0,172.2924,6535,180.692,6535.0,14.1,4.99,PASS
california_real,B_far,52,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0 AND HouseAge <= 20 AND AveRooms >= 5.0,18.0304,7731.0,172.2672,7731,170.1979,7731.0,9.44,6.66,PASS
california_real,B_far,53,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.5 AND HouseAge <= 30 AND AveOccup <= 2.5,2.1302,211.0,180.311,211,175.6799,211.0,82.47,0.92,PASS
california_real,B_far,54,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 11.0 AND MedHouseVal BETWEEN 3.0 AND 5.0 AND HouseAge <= 25 AND AveRooms >= 5.0,12.4223,81.0,166.3342,81,171.2053,81.0,13.78,3.2,PASS
california_real,B_far,55,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles',247.3437,2.4125,202.7262,2.4125,184.2118,2.4125,0.74,59.29,PASS
california_real,B_far,56,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine',49.8288,2.6317,172.0289,2.6317,174.4587,2.6317,3.5,13.65,PASS
